id,challenge,frequency
1380,unused_results,NA
1381,unused_results,NA
1382,unused_results,NA
1383,unused_results,NA
1384,unused_results,NA
1385,unused_results,NA
1386,unused_results,NA
1387,unused_results,NA
1388,unused_results,NA
1389,unused_results,NA
1390,unused_results,NA
1391,unused_results,NA
1392,unused_results,NA
1393,unused_results,NA
1394,unused_results,NA
1395,unused_results,NA
1396,unused_results,NA
1397,unused_results,NA
1398,unused_results,NA
1399,unused_results,NA
1400,unused_results,NA
1401,unused_results,NA
1402,unused_results,NA
1403,unused_results,NA
1404,unused_results,NA
1405,unused_results,NA
1406,unused_results,NA
1407,unused_results,NA
1408,unused_results,NA
1409,unused_results,NA
1410,unused_results,NA
1411,unused_results,Sometimes
1412,unused_results,NA
1413,unused_results,NA
1414,unused_results,NA
1415,unused_results,NA
1416,unused_results,NA
1417,unused_results,NA
1418,unused_results,NA
1419,unused_results,NA
1420,unused_results,Often
1421,unused_results,NA
1422,unused_results,NA
1423,unused_results,NA
1424,unused_results,Sometimes
1425,unused_results,NA
1426,unused_results,NA
1427,unused_results,Sometimes
1428,unused_results,NA
1429,unused_results,NA
1430,unused_results,Most of the time
1431,unused_results,NA
1432,unused_results,NA
1433,unused_results,NA
1434,unused_results,NA
1435,unused_results,NA
1436,unused_results,NA
1437,unused_results,NA
1438,unused_results,Often
1439,unused_results,NA
1440,unused_results,NA
1441,unused_results,NA
1442,unused_results,NA
1443,unused_results,NA
1444,unused_results,NA
1445,unused_results,NA
1446,unused_results,NA
1447,unused_results,Often
1448,unused_results,Often
1449,unused_results,NA
1450,unused_results,NA
1451,unused_results,NA
1452,unused_results,Sometimes
1453,unused_results,NA
1454,unused_results,Most of the time
1455,unused_results,NA
1456,unused_results,NA
1457,unused_results,NA
1458,unused_results,NA
1459,unused_results,Sometimes
1460,unused_results,Sometimes
1461,unused_results,NA
1462,unused_results,NA
1463,unused_results,NA
1464,unused_results,NA
1465,unused_results,NA
1466,unused_results,NA
1467,unused_results,Sometimes
1468,unused_results,NA
1469,unused_results,NA
1470,unused_results,NA
1471,unused_results,NA
1472,unused_results,NA
1473,unused_results,NA
1474,unused_results,NA
1475,unused_results,NA
1476,unused_results,NA
1477,unused_results,NA
1478,unused_results,NA
1479,unused_results,NA
1480,unused_results,NA
1481,unused_results,Sometimes
1482,unused_results,NA
1483,unused_results,NA
1484,unused_results,NA
1485,unused_results,NA
1486,unused_results,NA
1487,unused_results,NA
1488,unused_results,NA
1489,unused_results,NA
1490,unused_results,Sometimes
1491,unused_results,NA
1492,unused_results,NA
1493,unused_results,NA
1494,unused_results,NA
1495,unused_results,NA
1496,unused_results,NA
1497,unused_results,NA
1498,unused_results,NA
1499,unused_results,NA
1500,unused_results,Often
1501,unused_results,NA
1502,unused_results,NA
1503,unused_results,NA
1504,unused_results,Rarely
1505,unused_results,NA
1506,unused_results,NA
1507,unused_results,NA
1508,unused_results,NA
1509,unused_results,NA
1510,unused_results,NA
1511,unused_results,NA
1512,unused_results,NA
1513,unused_results,NA
1514,unused_results,NA
1515,unused_results,NA
1516,unused_results,NA
1517,unused_results,Most of the time
1518,unused_results,NA
1519,unused_results,NA
1520,unused_results,NA
1521,unused_results,NA
1522,unused_results,Often
1523,unused_results,NA
1524,unused_results,NA
1525,unused_results,NA
1526,unused_results,NA
1527,unused_results,Often
1528,unused_results,NA
1529,unused_results,NA
1530,unused_results,Sometimes
1531,unused_results,NA
1532,unused_results,NA
1533,unused_results,Often
1534,unused_results,NA
1535,unused_results,NA
1536,unused_results,NA
1537,unused_results,NA
1538,unused_results,NA
1539,unused_results,NA
1540,unused_results,NA
1541,unused_results,NA
1542,unused_results,NA
1543,unused_results,NA
1544,unused_results,Most of the time
1545,unused_results,NA
1546,unused_results,NA
1547,unused_results,NA
1548,unused_results,Often
1549,unused_results,NA
1550,unused_results,NA
1551,unused_results,NA
1552,unused_results,NA
1553,unused_results,NA
1554,unused_results,NA
1555,unused_results,NA
1556,unused_results,NA
1557,unused_results,NA
1558,unused_results,NA
1559,unused_results,NA
1560,unused_results,NA
1561,unused_results,NA
1562,unused_results,NA
1563,unused_results,NA
1564,unused_results,NA
1565,unused_results,NA
1566,unused_results,Often
1567,unused_results,NA
1568,unused_results,NA
1569,unused_results,Sometimes
1570,unused_results,NA
1571,unused_results,NA
1572,unused_results,NA
1573,unused_results,NA
1574,unused_results,NA
1575,unused_results,NA
1576,unused_results,NA
1577,unused_results,NA
1578,unused_results,NA
1579,unused_results,NA
1580,unused_results,NA
1581,unused_results,NA
1582,unused_results,NA
1583,unused_results,NA
1584,unused_results,NA
1585,unused_results,NA
1586,unused_results,Sometimes
1587,unused_results,NA
1588,unused_results,NA
1589,unused_results,Often
1590,unused_results,NA
1591,unused_results,NA
1592,unused_results,NA
1593,unused_results,NA
1594,unused_results,NA
1595,unused_results,Often
1596,unused_results,NA
1597,unused_results,NA
1598,unused_results,NA
1599,unused_results,Sometimes
1600,unused_results,NA
1601,unused_results,Often
1602,unused_results,Sometimes
1603,unused_results,Sometimes
1604,unused_results,NA
1605,unused_results,NA
1606,unused_results,NA
1607,unused_results,NA
1608,unused_results,NA
1609,unused_results,NA
1610,unused_results,NA
1611,unused_results,NA
1612,unused_results,NA
1613,unused_results,Often
1614,unused_results,NA
1615,unused_results,NA
1616,unused_results,NA
1617,unused_results,NA
1618,unused_results,NA
1619,unused_results,NA
1620,unused_results,NA
1621,unused_results,NA
1622,unused_results,NA
1623,unused_results,NA
1624,unused_results,NA
1625,unused_results,NA
1626,unused_results,NA
1627,unused_results,Most of the time
1628,unused_results,Sometimes
1629,unused_results,NA
1630,unused_results,NA
1631,unused_results,NA
1632,unused_results,Often
1633,unused_results,NA
1634,unused_results,NA
1635,unused_results,NA
1636,unused_results,NA
1637,unused_results,NA
1638,unused_results,NA
1639,unused_results,NA
1640,unused_results,NA
1641,unused_results,NA
1642,unused_results,NA
1643,unused_results,NA
1644,unused_results,NA
1645,unused_results,NA
1646,unused_results,NA
1647,unused_results,NA
1648,unused_results,NA
1649,unused_results,NA
1650,unused_results,NA
1651,unused_results,Most of the time
1652,unused_results,Sometimes
1653,unused_results,NA
1654,unused_results,NA
1655,unused_results,NA
1656,unused_results,Sometimes
1657,unused_results,Sometimes
1658,unused_results,NA
1659,unused_results,Sometimes
1660,unused_results,NA
1661,unused_results,NA
1662,unused_results,NA
1663,unused_results,Often
1664,unused_results,NA
1665,unused_results,NA
1666,unused_results,NA
1667,unused_results,Most of the time
1668,unused_results,NA
1669,unused_results,NA
1670,unused_results,NA
1671,unused_results,NA
1672,unused_results,NA
1673,unused_results,Often
1674,unused_results,NA
1675,unused_results,NA
1676,unused_results,NA
1677,unused_results,NA
1678,unused_results,Sometimes
1679,unused_results,NA
1680,unused_results,NA
1681,unused_results,NA
1682,unused_results,NA
1683,unused_results,NA
1684,unused_results,NA
1685,unused_results,Rarely
1686,unused_results,NA
1687,unused_results,NA
1688,unused_results,NA
1689,unused_results,NA
1690,unused_results,NA
1691,unused_results,NA
1692,unused_results,NA
1693,unused_results,NA
1694,unused_results,NA
1695,unused_results,Sometimes
1696,unused_results,NA
1697,unused_results,NA
1698,unused_results,NA
1699,unused_results,NA
1700,unused_results,NA
1701,unused_results,NA
1702,unused_results,NA
1703,unused_results,NA
1704,unused_results,Most of the time
1705,unused_results,Often
1706,unused_results,NA
1707,unused_results,Sometimes
1708,unused_results,Most of the time
1709,unused_results,NA
1710,unused_results,Sometimes
1711,unused_results,Most of the time
1712,unused_results,NA
1713,unused_results,NA
1714,unused_results,NA
1715,unused_results,NA
1716,unused_results,NA
1717,unused_results,NA
1718,unused_results,NA
1719,unused_results,NA
1720,unused_results,NA
1721,unused_results,NA
1722,unused_results,NA
1723,unused_results,NA
1724,unused_results,NA
1725,unused_results,NA
1726,unused_results,NA
1727,unused_results,Sometimes
1728,unused_results,NA
1729,unused_results,Sometimes
1730,unused_results,NA
1731,unused_results,NA
1732,unused_results,NA
1733,unused_results,NA
1734,unused_results,NA
1735,unused_results,NA
1736,unused_results,NA
1737,unused_results,NA
1738,unused_results,NA
1739,unused_results,Most of the time
1740,unused_results,Often
1741,unused_results,NA
1742,unused_results,NA
1743,unused_results,NA
1744,unused_results,NA
1745,unused_results,Sometimes
1746,unused_results,NA
1747,unused_results,NA
1748,unused_results,NA
1749,unused_results,Often
1750,unused_results,NA
1751,unused_results,NA
1752,unused_results,NA
1753,unused_results,Sometimes
1754,unused_results,NA
1755,unused_results,NA
1756,unused_results,Most of the time
1757,unused_results,NA
1758,unused_results,NA
1759,unused_results,Often
1760,unused_results,NA
1761,unused_results,NA
1762,unused_results,NA
1763,unused_results,NA
1764,unused_results,Often
1765,unused_results,NA
1766,unused_results,NA
1767,unused_results,NA
1768,unused_results,Sometimes
1769,unused_results,NA
1770,unused_results,NA
1771,unused_results,NA
1772,unused_results,Often
1773,unused_results,NA
1774,unused_results,NA
1775,unused_results,Sometimes
1776,unused_results,NA
1777,unused_results,NA
1778,unused_results,NA
1779,unused_results,NA
1780,unused_results,NA
1781,unused_results,NA
1782,unused_results,NA
1783,unused_results,NA
1784,unused_results,NA
1785,unused_results,Often
1786,unused_results,NA
1787,unused_results,NA
1788,unused_results,NA
1789,unused_results,NA
1790,unused_results,NA
1791,unused_results,NA
1792,unused_results,NA
1793,unused_results,NA
1794,unused_results,NA
1795,unused_results,Often
1796,unused_results,Often
1797,unused_results,NA
1798,unused_results,NA
1799,unused_results,NA
1800,unused_results,NA
1801,unused_results,NA
1802,unused_results,NA
1803,unused_results,Often
1804,unused_results,NA
1805,unused_results,Often
1806,unused_results,NA
1807,unused_results,NA
1808,unused_results,NA
1809,unused_results,Often
1810,unused_results,NA
1811,unused_results,NA
1812,unused_results,Sometimes
1813,unused_results,NA
1814,unused_results,NA
1815,unused_results,Most of the time
1816,unused_results,NA
1817,unused_results,NA
1818,unused_results,Often
1819,unused_results,NA
1820,unused_results,NA
1821,unused_results,NA
1822,unused_results,NA
1823,unused_results,NA
1824,unused_results,NA
1825,unused_results,NA
1826,unused_results,NA
1827,unused_results,NA
1828,unused_results,Sometimes
1829,unused_results,NA
1830,unused_results,NA
1831,unused_results,Often
1832,unused_results,NA
1833,unused_results,Often
1834,unused_results,Sometimes
1835,unused_results,NA
1836,unused_results,NA
1837,unused_results,NA
1838,unused_results,Most of the time
1839,unused_results,NA
1840,unused_results,NA
1841,unused_results,NA
1842,unused_results,NA
1843,unused_results,NA
1844,unused_results,NA
1845,unused_results,NA
1846,unused_results,NA
1847,unused_results,NA
1848,unused_results,NA
1849,unused_results,NA
1850,unused_results,NA
1851,unused_results,NA
1852,unused_results,NA
1853,unused_results,Often
1854,unused_results,NA
1855,unused_results,NA
1856,unused_results,NA
1857,unused_results,NA
1858,unused_results,NA
1859,unused_results,NA
1860,unused_results,NA
1861,unused_results,NA
1862,unused_results,NA
1863,unused_results,NA
1864,unused_results,Often
1865,unused_results,NA
1866,unused_results,NA
1867,unused_results,NA
1868,unused_results,Sometimes
1869,unused_results,NA
1870,unused_results,Sometimes
1871,unused_results,NA
1872,unused_results,NA
1873,unused_results,Often
1874,unused_results,Most of the time
1875,unused_results,NA
1876,unused_results,NA
1877,unused_results,NA
1878,unused_results,NA
1879,unused_results,NA
1880,unused_results,Rarely
1881,unused_results,NA
1882,unused_results,Sometimes
1883,unused_results,NA
1884,unused_results,NA
1885,unused_results,NA
1886,unused_results,NA
1887,unused_results,NA
1888,unused_results,NA
1889,unused_results,NA
1890,unused_results,NA
1891,unused_results,NA
1892,unused_results,NA
1893,unused_results,NA
1894,unused_results,NA
1895,unused_results,Often
1896,unused_results,NA
1897,unused_results,NA
1898,unused_results,Sometimes
1899,unused_results,NA
1900,unused_results,NA
1901,unused_results,NA
1902,unused_results,Often
1903,unused_results,Often
1904,unused_results,Often
1905,unused_results,NA
1906,unused_results,NA
1907,unused_results,NA
1908,unused_results,NA
1909,unused_results,NA
1910,unused_results,NA
1911,unused_results,NA
1912,unused_results,NA
1913,unused_results,NA
1914,unused_results,NA
1915,unused_results,NA
1916,unused_results,NA
1917,unused_results,NA
1918,unused_results,NA
1919,unused_results,NA
1920,unused_results,NA
1921,unused_results,NA
1922,unused_results,NA
1923,unused_results,NA
1924,unused_results,Most of the time
1925,unused_results,NA
1926,unused_results,Sometimes
1927,unused_results,NA
1928,unused_results,NA
1929,unused_results,NA
1930,unused_results,NA
1931,unused_results,Often
1932,unused_results,NA
1933,unused_results,NA
1934,unused_results,NA
1935,unused_results,Sometimes
1936,unused_results,NA
1937,unused_results,NA
1938,unused_results,NA
1939,unused_results,NA
1940,unused_results,Often
1941,unused_results,NA
1942,unused_results,Sometimes
1943,unused_results,NA
1944,unused_results,NA
1945,unused_results,Most of the time
1946,unused_results,NA
1947,unused_results,NA
1948,unused_results,Often
1949,unused_results,NA
1950,unused_results,NA
1951,unused_results,NA
1952,unused_results,NA
1953,unused_results,Most of the time
1954,unused_results,NA
1955,unused_results,NA
1956,unused_results,NA
1957,unused_results,NA
1958,unused_results,NA
1959,unused_results,NA
1960,unused_results,NA
1961,unused_results,NA
1962,unused_results,NA
1963,unused_results,NA
1964,unused_results,NA
1965,unused_results,NA
1966,unused_results,Often
1967,unused_results,NA
1968,unused_results,NA
1969,unused_results,NA
1970,unused_results,NA
1971,unused_results,NA
1972,unused_results,Sometimes
1973,unused_results,NA
1974,unused_results,NA
1975,unused_results,Often
1976,unused_results,Sometimes
1977,unused_results,NA
1978,unused_results,NA
1979,unused_results,NA
1980,unused_results,Often
1981,unused_results,Sometimes
1982,unused_results,NA
1983,unused_results,NA
1984,unused_results,NA
1985,unused_results,NA
1986,unused_results,Often
1987,unused_results,Often
1988,unused_results,Sometimes
1989,unused_results,NA
1990,unused_results,NA
1991,unused_results,NA
1992,unused_results,NA
1993,unused_results,NA
1994,unused_results,Often
1995,unused_results,NA
1996,unused_results,NA
1997,unused_results,Sometimes
1998,unused_results,NA
1999,unused_results,NA
2000,unused_results,NA
2001,unused_results,Often
2002,unused_results,NA
2003,unused_results,NA
2004,unused_results,NA
2005,unused_results,NA
2006,unused_results,NA
2007,unused_results,NA
2008,unused_results,NA
2009,unused_results,NA
2010,unused_results,NA
2011,unused_results,NA
2012,unused_results,Often
2013,unused_results,NA
2014,unused_results,NA
2015,unused_results,NA
2016,unused_results,NA
2017,unused_results,NA
2018,unused_results,NA
2019,unused_results,NA
2020,unused_results,NA
2021,unused_results,NA
2022,unused_results,NA
2023,unused_results,NA
2024,unused_results,NA
2025,unused_results,NA
2026,unused_results,NA
2027,unused_results,NA
2028,unused_results,NA
2029,unused_results,NA
2030,unused_results,NA
2031,unused_results,NA
2032,unused_results,NA
2033,unused_results,NA
2034,unused_results,NA
2035,unused_results,NA
2036,unused_results,NA
2037,unused_results,NA
2038,unused_results,NA
2039,unused_results,NA
2040,unused_results,NA
2041,unused_results,NA
2042,unused_results,NA
2043,unused_results,NA
2044,unused_results,NA
2045,unused_results,Often
2046,unused_results,NA
2047,unused_results,NA
2048,unused_results,NA
2049,unused_results,NA
2050,unused_results,NA
2051,unused_results,Sometimes
2052,unused_results,Sometimes
2053,unused_results,Rarely
2054,unused_results,NA
2055,unused_results,NA
2056,unused_results,NA
2057,unused_results,NA
2058,unused_results,NA
2059,unused_results,Sometimes
2060,unused_results,NA
2061,unused_results,NA
2062,unused_results,Often
2063,unused_results,NA
2064,unused_results,Sometimes
2065,unused_results,NA
2066,unused_results,NA
2067,unused_results,NA
2068,unused_results,NA
2069,unused_results,NA
2070,unused_results,NA
2071,unused_results,NA
2072,unused_results,NA
2073,unused_results,NA
2074,unused_results,NA
2075,unused_results,Often
2076,unused_results,Sometimes
2077,unused_results,NA
2078,unused_results,NA
2079,unused_results,NA
2080,unused_results,NA
2081,unused_results,NA
2082,unused_results,NA
2083,unused_results,NA
2084,unused_results,NA
2085,unused_results,NA
2086,unused_results,NA
2087,unused_results,NA
2088,unused_results,NA
2089,unused_results,NA
2090,unused_results,NA
2091,unused_results,NA
2092,unused_results,NA
2093,unused_results,NA
2094,unused_results,NA
2095,unused_results,NA
2096,unused_results,NA
2097,unused_results,NA
2098,unused_results,NA
2099,unused_results,NA
2100,unused_results,NA
2101,unused_results,NA
2102,unused_results,NA
2103,unused_results,NA
2104,unused_results,NA
2105,unused_results,NA
2106,unused_results,NA
2107,unused_results,NA
2108,unused_results,Often
2109,unused_results,NA
2110,unused_results,NA
2111,unused_results,NA
2112,unused_results,NA
2113,unused_results,NA
2114,unused_results,NA
2115,unused_results,NA
2116,unused_results,Often
2117,unused_results,NA
2118,unused_results,NA
2119,unused_results,NA
2120,unused_results,NA
2121,unused_results,NA
2122,unused_results,NA
2123,unused_results,NA
2124,unused_results,NA
2125,unused_results,NA
2126,unused_results,NA
2127,unused_results,NA
2128,unused_results,Rarely
2129,unused_results,NA
2130,unused_results,NA
2131,unused_results,NA
2132,unused_results,NA
2133,unused_results,Most of the time
2134,unused_results,Sometimes
2135,unused_results,NA
2136,unused_results,NA
2137,unused_results,NA
2138,unused_results,Often
2139,unused_results,NA
2140,unused_results,NA
2141,unused_results,NA
2142,unused_results,Often
2143,unused_results,NA
2144,unused_results,NA
2145,unused_results,NA
2146,unused_results,Often
2147,unused_results,NA
2148,unused_results,NA
2149,unused_results,NA
2150,unused_results,NA
2151,unused_results,Sometimes
2152,unused_results,Often
2153,unused_results,NA
2154,unused_results,NA
2155,unused_results,NA
2156,unused_results,Sometimes
2157,unused_results,Sometimes
2158,unused_results,NA
2159,unused_results,Sometimes
2160,unused_results,Sometimes
2161,unused_results,NA
2162,unused_results,NA
2163,unused_results,NA
2164,unused_results,NA
2165,unused_results,NA
2166,unused_results,Sometimes
2167,unused_results,NA
2168,unused_results,NA
2169,unused_results,NA
2170,unused_results,NA
2171,unused_results,NA
2172,unused_results,NA
2173,unused_results,NA
2174,unused_results,NA
2175,unused_results,NA
2176,unused_results,NA
2177,unused_results,Often
2178,unused_results,NA
2179,unused_results,NA
2180,unused_results,NA
2181,unused_results,Often
2182,unused_results,NA
2183,unused_results,NA
2184,unused_results,NA
2185,unused_results,NA
2186,unused_results,NA
2187,unused_results,NA
2188,unused_results,NA
2189,unused_results,Sometimes
2190,unused_results,NA
2191,unused_results,NA
2192,unused_results,NA
2193,unused_results,NA
2194,unused_results,Often
2195,unused_results,NA
2196,unused_results,NA
2197,unused_results,NA
2198,unused_results,NA
2199,unused_results,NA
2200,unused_results,NA
2201,unused_results,NA
2202,unused_results,NA
2203,unused_results,Often
2204,unused_results,NA
2205,unused_results,NA
2206,unused_results,NA
2207,unused_results,NA
2208,unused_results,NA
2209,unused_results,NA
2210,unused_results,NA
2211,unused_results,NA
2212,unused_results,NA
2213,unused_results,NA
2214,unused_results,Most of the time
2215,unused_results,NA
2216,unused_results,NA
2217,unused_results,NA
2218,unused_results,NA
2219,unused_results,Most of the time
2220,unused_results,Often
2221,unused_results,NA
2222,unused_results,NA
2223,unused_results,Often
2224,unused_results,NA
2225,unused_results,NA
2226,unused_results,NA
2227,unused_results,NA
2228,unused_results,Often
2229,unused_results,NA
2230,unused_results,NA
2231,unused_results,NA
2232,unused_results,Rarely
2233,unused_results,NA
2234,unused_results,NA
2235,unused_results,Often
2236,unused_results,Often
2237,unused_results,NA
2238,unused_results,NA
2239,unused_results,NA
2240,unused_results,Often
2241,unused_results,NA
2242,unused_results,NA
2243,unused_results,NA
2244,unused_results,NA
2245,unused_results,NA
2246,unused_results,Often
2247,unused_results,NA
2248,unused_results,NA
2249,unused_results,Sometimes
2250,unused_results,NA
2251,unused_results,Often
2252,unused_results,NA
2253,unused_results,NA
2254,unused_results,NA
2255,unused_results,Often
2256,unused_results,NA
2257,unused_results,NA
2258,unused_results,Most of the time
2259,unused_results,NA
2260,unused_results,NA
2261,unused_results,NA
2262,unused_results,Often
2263,unused_results,NA
2264,unused_results,NA
2265,unused_results,NA
2266,unused_results,NA
2267,unused_results,Most of the time
2268,unused_results,Sometimes
2269,unused_results,NA
2270,unused_results,NA
2271,unused_results,NA
2272,unused_results,NA
2273,unused_results,NA
2274,unused_results,NA
2275,unused_results,NA
2276,unused_results,NA
2277,unused_results,NA
2278,unused_results,NA
2279,unused_results,NA
2280,unused_results,NA
2281,unused_results,NA
2282,unused_results,NA
2283,unused_results,NA
2284,unused_results,NA
2285,unused_results,NA
2286,unused_results,Often
2287,unused_results,NA
2288,unused_results,NA
2289,unused_results,NA
2290,unused_results,NA
2291,unused_results,NA
2292,unused_results,NA
2293,unused_results,NA
2294,unused_results,NA
2295,unused_results,NA
2296,unused_results,NA
2297,unused_results,NA
2298,unused_results,NA
2299,unused_results,NA
2300,unused_results,NA
2301,unused_results,NA
2302,unused_results,NA
2303,unused_results,NA
2304,unused_results,Often
2305,unused_results,NA
2306,unused_results,NA
2307,unused_results,NA
2308,unused_results,NA
2309,unused_results,NA
2310,unused_results,Sometimes
2311,unused_results,NA
2312,unused_results,NA
2313,unused_results,NA
2314,unused_results,Often
2315,unused_results,Often
2316,unused_results,NA
2317,unused_results,Most of the time
2318,unused_results,NA
2319,unused_results,NA
2320,unused_results,NA
2321,unused_results,NA
2322,unused_results,NA
2323,unused_results,NA
2324,unused_results,NA
2325,unused_results,NA
2326,unused_results,NA
2327,unused_results,NA
2328,unused_results,NA
2329,unused_results,NA
2330,unused_results,Often
2331,unused_results,NA
2332,unused_results,NA
2333,unused_results,Sometimes
2334,unused_results,Sometimes
2335,unused_results,NA
2336,unused_results,NA
2337,unused_results,NA
2338,unused_results,NA
2339,unused_results,NA
2340,unused_results,NA
2341,unused_results,NA
2342,unused_results,NA
2343,unused_results,NA
2344,unused_results,NA
2345,unused_results,Often
2346,unused_results,NA
2347,unused_results,NA
2348,unused_results,NA
2349,unused_results,NA
2350,unused_results,NA
2351,unused_results,NA
2352,unused_results,NA
2353,unused_results,NA
2354,unused_results,NA
2355,unused_results,Sometimes
2356,unused_results,NA
2357,unused_results,NA
2358,unused_results,NA
2359,unused_results,NA
2360,unused_results,Often
2361,unused_results,Often
2362,unused_results,NA
2363,unused_results,NA
2364,unused_results,NA
2365,unused_results,NA
2366,unused_results,NA
2367,unused_results,NA
2368,unused_results,NA
2369,unused_results,NA
2370,unused_results,NA
2371,unused_results,NA
2372,unused_results,NA
2373,unused_results,NA
2374,unused_results,NA
2375,unused_results,NA
2376,unused_results,NA
2377,unused_results,NA
2378,unused_results,NA
2379,unused_results,Rarely
2380,unused_results,NA
2381,unused_results,NA
2382,unused_results,NA
2383,unused_results,Sometimes
2384,unused_results,NA
2385,unused_results,Sometimes
2386,unused_results,NA
2387,unused_results,NA
2388,unused_results,NA
2389,unused_results,NA
2390,unused_results,NA
2391,unused_results,NA
2392,unused_results,NA
2393,unused_results,NA
2394,unused_results,NA
2395,unused_results,NA
2396,unused_results,NA
2397,unused_results,NA
2398,unused_results,Most of the time
2399,unused_results,NA
2400,unused_results,NA
2401,unused_results,NA
2402,unused_results,NA
2403,unused_results,Sometimes
2404,unused_results,NA
2405,unused_results,Often
2406,unused_results,NA
2407,unused_results,NA
2408,unused_results,NA
2409,unused_results,Often
2410,unused_results,NA
2411,unused_results,NA
2412,unused_results,NA
2413,unused_results,NA
2414,unused_results,Sometimes
2415,unused_results,NA
2416,unused_results,NA
2417,unused_results,NA
2418,unused_results,Often
2419,unused_results,NA
2420,unused_results,NA
2421,unused_results,NA
2422,unused_results,NA
2423,unused_results,NA
2424,unused_results,Often
2425,unused_results,NA
2426,unused_results,NA
2427,unused_results,NA
2428,unused_results,NA
2429,unused_results,NA
2430,unused_results,NA
2431,unused_results,NA
2432,unused_results,Often
2433,unused_results,NA
2434,unused_results,NA
2435,unused_results,NA
2436,unused_results,Often
2437,unused_results,NA
2438,unused_results,Sometimes
2439,unused_results,NA
2440,unused_results,NA
2441,unused_results,NA
2442,unused_results,NA
2443,unused_results,NA
2444,unused_results,NA
2445,unused_results,Most of the time
2446,unused_results,NA
2447,unused_results,NA
2448,unused_results,NA
2449,unused_results,Most of the time
2450,unused_results,NA
2451,unused_results,NA
2452,unused_results,NA
2453,unused_results,NA
2454,unused_results,Most of the time
2455,unused_results,NA
2456,unused_results,NA
2457,unused_results,NA
2458,unused_results,NA
2459,unused_results,Often
2460,unused_results,Often
2461,unused_results,NA
2462,unused_results,NA
2463,unused_results,NA
2464,unused_results,NA
2465,unused_results,NA
2466,unused_results,NA
2467,unused_results,NA
2468,unused_results,NA
2469,unused_results,NA
2470,unused_results,NA
2471,unused_results,NA
2472,unused_results,NA
2473,unused_results,NA
2474,unused_results,NA
2475,unused_results,NA
2476,unused_results,NA
2477,unused_results,NA
2478,unused_results,NA
2479,unused_results,NA
2480,unused_results,NA
2481,unused_results,NA
2482,unused_results,Often
2483,unused_results,NA
2484,unused_results,NA
2485,unused_results,NA
2486,unused_results,NA
2487,unused_results,NA
2488,unused_results,NA
2489,unused_results,NA
2490,unused_results,NA
2491,unused_results,NA
2492,unused_results,NA
2493,unused_results,NA
2494,unused_results,NA
2495,unused_results,NA
2496,unused_results,NA
2497,unused_results,NA
2498,unused_results,NA
2499,unused_results,NA
2500,unused_results,NA
2501,unused_results,NA
2502,unused_results,NA
2503,unused_results,NA
2504,unused_results,NA
2505,unused_results,NA
2506,unused_results,NA
2507,unused_results,NA
2508,unused_results,NA
2509,unused_results,Most of the time
2510,unused_results,Sometimes
2511,unused_results,NA
2512,unused_results,NA
2513,unused_results,NA
2514,unused_results,NA
2515,unused_results,NA
2516,unused_results,NA
2517,unused_results,NA
2518,unused_results,NA
2519,unused_results,NA
2520,unused_results,NA
2521,unused_results,NA
2522,unused_results,NA
2523,unused_results,NA
2524,unused_results,NA
2525,unused_results,NA
2526,unused_results,NA
2527,unused_results,NA
2528,unused_results,NA
2529,unused_results,NA
2530,unused_results,NA
2531,unused_results,NA
2532,unused_results,NA
2533,unused_results,NA
2534,unused_results,NA
2535,unused_results,NA
2536,unused_results,NA
2537,unused_results,NA
2538,unused_results,NA
2539,unused_results,NA
2540,unused_results,NA
2541,unused_results,NA
2542,unused_results,NA
2543,unused_results,NA
2544,unused_results,NA
2545,unused_results,NA
2546,unused_results,NA
2547,unused_results,NA
2548,unused_results,NA
2549,unused_results,Often
2550,unused_results,NA
2551,unused_results,NA
2552,unused_results,NA
2553,unused_results,NA
2554,unused_results,NA
2555,unused_results,NA
2556,unused_results,NA
2557,unused_results,NA
2558,unused_results,NA
2559,unused_results,NA
2560,unused_results,NA
2561,unused_results,NA
2562,unused_results,NA
2563,unused_results,NA
2564,unused_results,NA
2565,unused_results,NA
2566,unused_results,NA
2567,unused_results,NA
2568,unused_results,NA
2569,unused_results,NA
2570,unused_results,NA
2571,unused_results,NA
2572,unused_results,NA
2573,unused_results,NA
2574,unused_results,NA
2575,unused_results,NA
2576,unused_results,NA
2577,unused_results,NA
2578,unused_results,Often
2579,unused_results,NA
2580,unused_results,NA
2581,unused_results,NA
2582,unused_results,NA
2583,unused_results,NA
2584,unused_results,NA
2585,unused_results,NA
2586,unused_results,NA
2587,unused_results,NA
2588,unused_results,NA
2589,unused_results,Sometimes
2590,unused_results,NA
2591,unused_results,NA
2592,unused_results,NA
2593,unused_results,NA
2594,unused_results,NA
2595,unused_results,NA
2596,unused_results,NA
2597,unused_results,NA
2598,unused_results,NA
2599,unused_results,NA
2600,unused_results,NA
2601,unused_results,NA
2602,unused_results,NA
2603,unused_results,NA
2604,unused_results,NA
2605,unused_results,NA
2606,unused_results,NA
2607,unused_results,NA
2608,unused_results,NA
2609,unused_results,NA
2610,unused_results,NA
2611,unused_results,NA
2612,unused_results,NA
2613,unused_results,NA
2614,unused_results,Sometimes
2615,unused_results,NA
2616,unused_results,NA
2617,unused_results,NA
2618,unused_results,NA
2619,unused_results,Sometimes
2620,unused_results,NA
2621,unused_results,NA
