id,platform,usefulness
2407,College,Very useful
2409,College,Somewhat useful
2423,College,Somewhat useful
2425,College,Very useful
2439,College,Very useful
2459,College,Very useful
2460,College,Somewhat useful
2478,College,Very useful
2479,College,Very useful
2623,College,Somewhat useful
2651,College,Somewhat useful
2740,College,Very useful
2750,College,Very useful
2785,College,Somewhat useful
2791,College,Very useful
2824,College,Very useful
2827,College,Somewhat useful
5,Company,Somewhat useful
8,Company,Very useful
9,Company,Very useful
19,Company,Somewhat useful
26,Company,Very useful
37,Company,Somewhat useful
39,Company,Very useful
45,Company,Very useful
49,Company,Very useful
56,Company,Very useful
63,Company,Somewhat useful
90,Company,Somewhat useful
114,Company,Somewhat useful
123,Company,Very useful
129,Company,Very useful
152,Company,Very useful
159,Company,Somewhat useful
165,Company,Very useful
178,Company,Somewhat useful
189,Company,Somewhat useful
195,Company,Somewhat useful
206,Company,Somewhat useful
228,Company,Somewhat useful
236,Company,Very useful
237,Company,Somewhat useful
238,Company,Somewhat useful
239,Company,Very useful
241,Company,Somewhat useful
254,Company,Somewhat useful
259,Company,Somewhat useful
266,Company,Very useful
271,Company,Very useful
273,Company,Very useful
276,Company,Somewhat useful
291,Company,Very useful
295,Company,Very useful
299,Company,Somewhat useful
311,Company,Very useful
315,Company,Very useful
322,Company,Very useful
326,Company,Very useful
331,Company,Not Useful
343,Company,Very useful
352,Company,Somewhat useful
357,Company,Very useful
360,Company,Somewhat useful
385,Company,Somewhat useful
389,Company,Somewhat useful
393,Company,Somewhat useful
394,Company,Somewhat useful
396,Company,Very useful
399,Company,Very useful
416,Company,Somewhat useful
417,Company,Somewhat useful
423,Company,Very useful
427,Company,Somewhat useful
431,Company,Very useful
432,Company,Somewhat useful
433,Company,Somewhat useful
466,Company,Very useful
488,Company,Very useful
499,Company,Very useful
500,Company,Somewhat useful
503,Company,Very useful
510,Company,Somewhat useful
516,Company,Somewhat useful
518,Company,Somewhat useful
525,Company,Very useful
529,Company,Somewhat useful
537,Company,Somewhat useful
550,Company,Very useful
558,Company,Very useful
568,Company,Somewhat useful
584,Company,Somewhat useful
588,Company,Very useful
591,Company,Very useful
596,Company,Very useful
597,Company,Very useful
603,Company,Very useful
619,Company,Very useful
636,Company,Somewhat useful
640,Company,Very useful
657,Company,Very useful
666,Company,Somewhat useful
667,Company,Not Useful
683,Company,Somewhat useful
684,Company,Very useful
687,Company,Somewhat useful
699,Company,Somewhat useful
723,Company,Very useful
754,Company,Very useful
770,Company,Somewhat useful
777,Company,Very useful
789,Company,Somewhat useful
790,Company,Very useful
791,Company,Somewhat useful
801,Company,Very useful
804,Company,Very useful
812,Company,Somewhat useful
818,Company,Very useful
834,Company,Somewhat useful
848,Company,Somewhat useful
853,Company,Somewhat useful
867,Company,Very useful
868,Company,Somewhat useful
881,Company,Somewhat useful
891,Company,Not Useful
912,Company,Very useful
919,Company,Somewhat useful
923,Company,Somewhat useful
932,Company,Somewhat useful
933,Company,Somewhat useful
948,Company,Somewhat useful
950,Company,Somewhat useful
953,Company,Somewhat useful
965,Company,Somewhat useful
968,Company,Somewhat useful
976,Company,Very useful
977,Company,Very useful
981,Company,Very useful
984,Company,Very useful
989,Company,Somewhat useful
996,Company,Very useful
1001,Company,Somewhat useful
1005,Company,Very useful
1006,Company,Somewhat useful
1011,Company,Very useful
1013,Company,Somewhat useful
1027,Company,Somewhat useful
1028,Company,Somewhat useful
1062,Company,Somewhat useful
1065,Company,Somewhat useful
1066,Company,Somewhat useful
1067,Company,Somewhat useful
1068,Company,Somewhat useful
1069,Company,Somewhat useful
1085,Company,Somewhat useful
1086,Company,Very useful
1095,Company,Very useful
1098,Company,Very useful
1112,Company,Somewhat useful
1117,Company,Very useful
1121,Company,Somewhat useful
1137,Company,Somewhat useful
1163,Company,Very useful
1172,Company,Very useful
1231,Company,Very useful
1235,Company,Very useful
1236,Company,Somewhat useful
1292,Company,Somewhat useful
1294,Company,Somewhat useful
1330,Company,Somewhat useful
1333,Company,Somewhat useful
1366,Company,Very useful
1370,Company,Very useful
1373,Company,Very useful
1386,Company,Somewhat useful
1397,Company,Very useful
1410,Company,Somewhat useful
1420,Company,Very useful
1423,Company,Somewhat useful
1434,Company,Somewhat useful
1482,Company,Somewhat useful
1496,Company,Very useful
1522,Company,Somewhat useful
1536,Company,Very useful
1541,Company,Somewhat useful
1568,Company,Very useful
1579,Company,Somewhat useful
1588,Company,Very useful
1623,Company,Very useful
1625,Company,Somewhat useful
1652,Company,Somewhat useful
1666,Company,Very useful
1699,Company,Somewhat useful
1700,Company,Very useful
1711,Company,Not Useful
1719,Company,Very useful
1730,Company,Very useful
1733,Company,Very useful
1742,Company,Somewhat useful
1745,Company,Somewhat useful
1747,Company,Somewhat useful
1774,Company,Somewhat useful
1786,Company,Very useful
1834,Company,Very useful
1836,Company,Very useful
1838,Company,Somewhat useful
1866,Company,Very useful
1870,Company,Somewhat useful
1872,Company,Somewhat useful
1877,Company,Very useful
1888,Company,Very useful
1897,Company,Very useful
1900,Company,Very useful
1912,Company,Somewhat useful
1941,Company,Very useful
1956,Company,Very useful
1960,Company,Somewhat useful
1961,Company,Very useful
1971,Company,Very useful
1993,Company,Very useful
2016,Company,Somewhat useful
2018,Company,Somewhat useful
2024,Company,Very useful
2054,Company,Somewhat useful
2075,Company,Somewhat useful
2082,Company,Very useful
2087,Company,Very useful
2088,Company,Somewhat useful
2095,Company,Very useful
2132,Company,Not Useful
2143,Company,Somewhat useful
2152,Company,Very useful
2166,Company,Very useful
2196,Company,Not Useful
2231,Company,Very useful
2237,Company,Somewhat useful
2254,Company,Somewhat useful
2255,Company,Somewhat useful
2256,Company,Very useful
2258,Company,Not Useful
2297,Company,Very useful
2318,Company,Very useful
2325,Company,Somewhat useful
2361,Company,Very useful
2379,Company,Very useful
2385,Company,Very useful
2395,Company,Very useful
2418,Company,Somewhat useful
2425,Company,Very useful
2477,Company,Somewhat useful
2623,Company,Somewhat useful
2750,Company,Somewhat useful
1,Conferences,Very useful
2,Conferences,Very useful
5,Conferences,Somewhat useful
7,Conferences,Very useful
8,Conferences,Somewhat useful
10,Conferences,Somewhat useful
18,Conferences,Somewhat useful
19,Conferences,Very useful
20,Conferences,Somewhat useful
30,Conferences,Very useful
31,Conferences,Very useful
42,Conferences,Very useful
44,Conferences,Somewhat useful
56,Conferences,Somewhat useful
60,Conferences,Not Useful
61,Conferences,Very useful
70,Conferences,Very useful
72,Conferences,Somewhat useful
73,Conferences,Somewhat useful
86,Conferences,Somewhat useful
92,Conferences,Somewhat useful
96,Conferences,Very useful
97,Conferences,Somewhat useful
114,Conferences,Very useful
119,Conferences,Very useful
121,Conferences,Somewhat useful
124,Conferences,Very useful
126,Conferences,Somewhat useful
134,Conferences,Very useful
135,Conferences,Very useful
136,Conferences,Somewhat useful
140,Conferences,Somewhat useful
146,Conferences,Very useful
157,Conferences,Very useful
158,Conferences,Very useful
172,Conferences,Very useful
178,Conferences,Somewhat useful
179,Conferences,Not Useful
180,Conferences,Very useful
183,Conferences,Not Useful
188,Conferences,Somewhat useful
191,Conferences,Somewhat useful
195,Conferences,Somewhat useful
196,Conferences,Not Useful
200,Conferences,Very useful
204,Conferences,Very useful
212,Conferences,Somewhat useful
223,Conferences,Somewhat useful
224,Conferences,Somewhat useful
226,Conferences,Somewhat useful
227,Conferences,Very useful
228,Conferences,Somewhat useful
229,Conferences,Somewhat useful
231,Conferences,Somewhat useful
236,Conferences,Somewhat useful
237,Conferences,Somewhat useful
239,Conferences,Somewhat useful
243,Conferences,Very useful
245,Conferences,Somewhat useful
253,Conferences,Somewhat useful
254,Conferences,Somewhat useful
256,Conferences,Somewhat useful
259,Conferences,Somewhat useful
272,Conferences,Very useful
281,Conferences,Very useful
289,Conferences,Somewhat useful
292,Conferences,Very useful
293,Conferences,Somewhat useful
306,Conferences,Somewhat useful
309,Conferences,Somewhat useful
313,Conferences,Very useful
317,Conferences,Somewhat useful
325,Conferences,Very useful
327,Conferences,Very useful
330,Conferences,Very useful
336,Conferences,Somewhat useful
340,Conferences,Somewhat useful
342,Conferences,Very useful
343,Conferences,Very useful
352,Conferences,Somewhat useful
359,Conferences,Somewhat useful
363,Conferences,Somewhat useful
366,Conferences,Somewhat useful
367,Conferences,Not Useful
371,Conferences,Very useful
376,Conferences,Very useful
382,Conferences,Very useful
383,Conferences,Somewhat useful
387,Conferences,Somewhat useful
389,Conferences,Somewhat useful
392,Conferences,Somewhat useful
393,Conferences,Very useful
400,Conferences,Somewhat useful
402,Conferences,Very useful
404,Conferences,Somewhat useful
410,Conferences,Somewhat useful
412,Conferences,Somewhat useful
416,Conferences,Somewhat useful
422,Conferences,Somewhat useful
423,Conferences,Somewhat useful
424,Conferences,Somewhat useful
428,Conferences,Somewhat useful
431,Conferences,Very useful
432,Conferences,Somewhat useful
433,Conferences,Very useful
435,Conferences,Very useful
438,Conferences,Very useful
439,Conferences,Somewhat useful
446,Conferences,Very useful
447,Conferences,Not Useful
450,Conferences,Very useful
458,Conferences,Somewhat useful
460,Conferences,Very useful
464,Conferences,Somewhat useful
474,Conferences,Very useful
479,Conferences,Very useful
480,Conferences,Somewhat useful
481,Conferences,Very useful
482,Conferences,Somewhat useful
484,Conferences,Not Useful
485,Conferences,Somewhat useful
493,Conferences,Somewhat useful
496,Conferences,Very useful
499,Conferences,Very useful
500,Conferences,Very useful
503,Conferences,Very useful
506,Conferences,Somewhat useful
509,Conferences,Somewhat useful
514,Conferences,Very useful
518,Conferences,Somewhat useful
529,Conferences,Somewhat useful
535,Conferences,Very useful
537,Conferences,Somewhat useful
540,Conferences,Very useful
544,Conferences,Somewhat useful
547,Conferences,Somewhat useful
551,Conferences,Somewhat useful
558,Conferences,Not Useful
560,Conferences,Very useful
566,Conferences,Somewhat useful
572,Conferences,Very useful
574,Conferences,Very useful
575,Conferences,Somewhat useful
588,Conferences,Somewhat useful
591,Conferences,Somewhat useful
592,Conferences,Somewhat useful
593,Conferences,Somewhat useful
596,Conferences,Very useful
599,Conferences,Somewhat useful
606,Conferences,Somewhat useful
610,Conferences,Very useful
613,Conferences,Somewhat useful
618,Conferences,Somewhat useful
620,Conferences,Somewhat useful
623,Conferences,Somewhat useful
625,Conferences,Very useful
630,Conferences,Very useful
633,Conferences,Somewhat useful
636,Conferences,Somewhat useful
639,Conferences,Very useful
640,Conferences,Somewhat useful
643,Conferences,Somewhat useful
644,Conferences,Very useful
646,Conferences,Somewhat useful
649,Conferences,Somewhat useful
650,Conferences,Very useful
651,Conferences,Somewhat useful
652,Conferences,Somewhat useful
657,Conferences,Very useful
662,Conferences,Very useful
668,Conferences,Somewhat useful
670,Conferences,Somewhat useful
676,Conferences,Somewhat useful
679,Conferences,Somewhat useful
682,Conferences,Somewhat useful
684,Conferences,Very useful
689,Conferences,Very useful
691,Conferences,Somewhat useful
692,Conferences,Somewhat useful
696,Conferences,Not Useful
716,Conferences,Very useful
717,Conferences,Somewhat useful
721,Conferences,Somewhat useful
723,Conferences,Very useful
724,Conferences,Somewhat useful
725,Conferences,Somewhat useful
726,Conferences,Very useful
730,Conferences,Somewhat useful
732,Conferences,Very useful
733,Conferences,Very useful
744,Conferences,Somewhat useful
750,Conferences,Somewhat useful
754,Conferences,Somewhat useful
756,Conferences,Somewhat useful
760,Conferences,Very useful
761,Conferences,Very useful
763,Conferences,Somewhat useful
764,Conferences,Somewhat useful
765,Conferences,Somewhat useful
767,Conferences,Very useful
771,Conferences,Very useful
773,Conferences,Somewhat useful
774,Conferences,Very useful
788,Conferences,Very useful
789,Conferences,Somewhat useful
792,Conferences,Somewhat useful
795,Conferences,Very useful
799,Conferences,Somewhat useful
800,Conferences,Very useful
802,Conferences,Somewhat useful
803,Conferences,Somewhat useful
805,Conferences,Very useful
806,Conferences,Not Useful
812,Conferences,Somewhat useful
813,Conferences,Somewhat useful
817,Conferences,Somewhat useful
818,Conferences,Somewhat useful
822,Conferences,Somewhat useful
825,Conferences,Very useful
827,Conferences,Somewhat useful
829,Conferences,Somewhat useful
835,Conferences,Very useful
842,Conferences,Somewhat useful
844,Conferences,Somewhat useful
851,Conferences,Somewhat useful
853,Conferences,Somewhat useful
855,Conferences,Somewhat useful
864,Conferences,Very useful
867,Conferences,Very useful
868,Conferences,Somewhat useful
872,Conferences,Somewhat useful
876,Conferences,Somewhat useful
877,Conferences,Somewhat useful
878,Conferences,Very useful
879,Conferences,Somewhat useful
881,Conferences,Somewhat useful
884,Conferences,Very useful
891,Conferences,Somewhat useful
893,Conferences,Very useful
895,Conferences,Very useful
901,Conferences,Somewhat useful
906,Conferences,Very useful
915,Conferences,Very useful
919,Conferences,Somewhat useful
920,Conferences,Very useful
922,Conferences,Very useful
923,Conferences,Very useful
924,Conferences,Very useful
930,Conferences,Somewhat useful
935,Conferences,Somewhat useful
936,Conferences,Somewhat useful
941,Conferences,Very useful
945,Conferences,Very useful
946,Conferences,Somewhat useful
950,Conferences,Somewhat useful
951,Conferences,Somewhat useful
953,Conferences,Somewhat useful
956,Conferences,Somewhat useful
966,Conferences,Very useful
969,Conferences,Somewhat useful
970,Conferences,Somewhat useful
984,Conferences,Very useful
985,Conferences,Somewhat useful
986,Conferences,Somewhat useful
1000,Conferences,Somewhat useful
1006,Conferences,Somewhat useful
1011,Conferences,Somewhat useful
1012,Conferences,Somewhat useful
1018,Conferences,Somewhat useful
1021,Conferences,Somewhat useful
1026,Conferences,Somewhat useful
1029,Conferences,Somewhat useful
1030,Conferences,Very useful
1037,Conferences,Somewhat useful
1040,Conferences,Very useful
1048,Conferences,Somewhat useful
1053,Conferences,Somewhat useful
1059,Conferences,Somewhat useful
1064,Conferences,Very useful
1065,Conferences,Somewhat useful
1068,Conferences,Somewhat useful
1069,Conferences,Somewhat useful
1070,Conferences,Somewhat useful
1073,Conferences,Somewhat useful
1075,Conferences,Very useful
1078,Conferences,Not Useful
1079,Conferences,Not Useful
1085,Conferences,Somewhat useful
1089,Conferences,Very useful
1090,Conferences,Very useful
1095,Conferences,Not Useful
1098,Conferences,Somewhat useful
1099,Conferences,Very useful
1101,Conferences,Somewhat useful
1105,Conferences,Somewhat useful
1109,Conferences,Very useful
1113,Conferences,Very useful
1115,Conferences,Somewhat useful
1121,Conferences,Somewhat useful
1128,Conferences,Very useful
1130,Conferences,Very useful
1134,Conferences,Somewhat useful
1135,Conferences,Very useful
1138,Conferences,Somewhat useful
1141,Conferences,Very useful
1163,Conferences,Somewhat useful
1178,Conferences,Somewhat useful
1179,Conferences,Somewhat useful
1184,Conferences,Somewhat useful
1199,Conferences,Very useful
1209,Conferences,Somewhat useful
1211,Conferences,Very useful
1212,Conferences,Very useful
1218,Conferences,Somewhat useful
1222,Conferences,Very useful
1235,Conferences,Somewhat useful
1242,Conferences,Very useful
1253,Conferences,Somewhat useful
1259,Conferences,Somewhat useful
1262,Conferences,Somewhat useful
1280,Conferences,Very useful
1286,Conferences,Somewhat useful
1294,Conferences,Somewhat useful
1299,Conferences,Somewhat useful
1303,Conferences,Very useful
1330,Conferences,Very useful
1331,Conferences,Very useful
1364,Conferences,Somewhat useful
1366,Conferences,Somewhat useful
1397,Conferences,Somewhat useful
1403,Conferences,Somewhat useful
1408,Conferences,Very useful
1410,Conferences,Somewhat useful
1411,Conferences,Somewhat useful
1412,Conferences,Very useful
1431,Conferences,Somewhat useful
1434,Conferences,Somewhat useful
1454,Conferences,Somewhat useful
1457,Conferences,Very useful
1459,Conferences,Somewhat useful
1460,Conferences,Very useful
1468,Conferences,Somewhat useful
1471,Conferences,Somewhat useful
1482,Conferences,Somewhat useful
1491,Conferences,Very useful
1494,Conferences,Very useful
1496,Conferences,Very useful
1498,Conferences,Somewhat useful
1514,Conferences,Somewhat useful
1522,Conferences,Very useful
1527,Conferences,Somewhat useful
1533,Conferences,Somewhat useful
1534,Conferences,Somewhat useful
1541,Conferences,Very useful
1548,Conferences,Very useful
1568,Conferences,Very useful
1570,Conferences,Very useful
1573,Conferences,Somewhat useful
1574,Conferences,Very useful
1575,Conferences,Somewhat useful
1600,Conferences,Somewhat useful
1603,Conferences,Somewhat useful
1611,Conferences,Very useful
1624,Conferences,Somewhat useful
1626,Conferences,Somewhat useful
1629,Conferences,Somewhat useful
1644,Conferences,Very useful
1646,Conferences,Somewhat useful
1651,Conferences,Very useful
1652,Conferences,Somewhat useful
1656,Conferences,Very useful
1667,Conferences,Somewhat useful
1684,Conferences,Somewhat useful
1688,Conferences,Somewhat useful
1691,Conferences,Somewhat useful
1696,Conferences,Somewhat useful
1699,Conferences,Somewhat useful
1700,Conferences,Not Useful
1706,Conferences,Very useful
1709,Conferences,Very useful
1718,Conferences,Somewhat useful
1722,Conferences,Somewhat useful
1725,Conferences,Somewhat useful
1729,Conferences,Somewhat useful
1730,Conferences,Somewhat useful
1731,Conferences,Very useful
1732,Conferences,Very useful
1742,Conferences,Very useful
1751,Conferences,Somewhat useful
1754,Conferences,Not Useful
1756,Conferences,Somewhat useful
1759,Conferences,Somewhat useful
1763,Conferences,Very useful
1770,Conferences,Very useful
1772,Conferences,Very useful
1774,Conferences,Very useful
1777,Conferences,Somewhat useful
1781,Conferences,Somewhat useful
1782,Conferences,Very useful
1789,Conferences,Very useful
1791,Conferences,Very useful
1796,Conferences,Very useful
1800,Conferences,Not Useful
1817,Conferences,Very useful
1818,Conferences,Somewhat useful
1824,Conferences,Very useful
1830,Conferences,Somewhat useful
1833,Conferences,Not Useful
1838,Conferences,Somewhat useful
1840,Conferences,Somewhat useful
1841,Conferences,Very useful
1847,Conferences,Very useful
1850,Conferences,Very useful
1851,Conferences,Very useful
1853,Conferences,Somewhat useful
1861,Conferences,Very useful
1863,Conferences,Very useful
1864,Conferences,Very useful
1866,Conferences,Somewhat useful
1877,Conferences,Somewhat useful
1883,Conferences,Somewhat useful
1884,Conferences,Very useful
1886,Conferences,Somewhat useful
1888,Conferences,Somewhat useful
1896,Conferences,Very useful
1912,Conferences,Very useful
1913,Conferences,Very useful
1918,Conferences,Somewhat useful
1919,Conferences,Somewhat useful
1922,Conferences,Very useful
1924,Conferences,Somewhat useful
1926,Conferences,Somewhat useful
1929,Conferences,Very useful
1931,Conferences,Very useful
1940,Conferences,Somewhat useful
1945,Conferences,Somewhat useful
1956,Conferences,Somewhat useful
1960,Conferences,Somewhat useful
1964,Conferences,Somewhat useful
1976,Conferences,Very useful
1981,Conferences,Somewhat useful
1985,Conferences,Somewhat useful
1989,Conferences,Somewhat useful
1993,Conferences,Very useful
2006,Conferences,Somewhat useful
2011,Conferences,Very useful
2012,Conferences,Somewhat useful
2018,Conferences,Somewhat useful
2021,Conferences,Somewhat useful
2024,Conferences,Somewhat useful
2030,Conferences,Very useful
2033,Conferences,Somewhat useful
2037,Conferences,Somewhat useful
2041,Conferences,Very useful
2050,Conferences,Not Useful
2056,Conferences,Somewhat useful
2059,Conferences,Somewhat useful
2061,Conferences,Very useful
2063,Conferences,Somewhat useful
2087,Conferences,Very useful
2088,Conferences,Somewhat useful
2095,Conferences,Very useful
2100,Conferences,Somewhat useful
2108,Conferences,Somewhat useful
2109,Conferences,Very useful
2113,Conferences,Very useful
2123,Conferences,Very useful
2130,Conferences,Somewhat useful
2131,Conferences,Very useful
2132,Conferences,Not Useful
2136,Conferences,Very useful
2140,Conferences,Very useful
2144,Conferences,Very useful
2152,Conferences,Somewhat useful
2154,Conferences,Somewhat useful
2157,Conferences,Somewhat useful
2170,Conferences,Very useful
2181,Conferences,Somewhat useful
2193,Conferences,Very useful
2196,Conferences,Somewhat useful
2200,Conferences,Somewhat useful
2203,Conferences,Somewhat useful
2204,Conferences,Somewhat useful
2208,Conferences,Very useful
2209,Conferences,Somewhat useful
2213,Conferences,Very useful
2214,Conferences,Not Useful
2220,Conferences,Somewhat useful
2222,Conferences,Somewhat useful
2224,Conferences,Somewhat useful
2228,Conferences,Somewhat useful
2230,Conferences,Somewhat useful
2235,Conferences,Somewhat useful
2237,Conferences,Somewhat useful
2238,Conferences,Somewhat useful
2239,Conferences,Somewhat useful
2241,Conferences,Somewhat useful
2243,Conferences,Very useful
2244,Conferences,Somewhat useful
2249,Conferences,Somewhat useful
2251,Conferences,Very useful
2255,Conferences,Somewhat useful
2256,Conferences,Somewhat useful
2262,Conferences,Very useful
2267,Conferences,Very useful
2269,Conferences,Somewhat useful
2280,Conferences,Somewhat useful
2281,Conferences,Somewhat useful
2282,Conferences,Somewhat useful
2288,Conferences,Somewhat useful
2293,Conferences,Somewhat useful
2304,Conferences,Somewhat useful
2318,Conferences,Very useful
2319,Conferences,Somewhat useful
2323,Conferences,Somewhat useful
2326,Conferences,Somewhat useful
2330,Conferences,Very useful
2331,Conferences,Very useful
2333,Conferences,Very useful
2335,Conferences,Very useful
2339,Conferences,Somewhat useful
2345,Conferences,Somewhat useful
2348,Conferences,Not Useful
2356,Conferences,Somewhat useful
2361,Conferences,Somewhat useful
2364,Conferences,Very useful
2369,Conferences,Very useful
2375,Conferences,Very useful
2377,Conferences,Very useful
2379,Conferences,Very useful
2381,Conferences,Somewhat useful
2382,Conferences,Very useful
2385,Conferences,Somewhat useful
2393,Conferences,Very useful
2395,Conferences,Somewhat useful
2398,Conferences,Very useful
2404,Conferences,Somewhat useful
2413,Conferences,Somewhat useful
2418,Conferences,Very useful
2423,Conferences,Very useful
2424,Conferences,Very useful
2439,Conferences,Somewhat useful
2446,Conferences,Somewhat useful
2459,Conferences,Somewhat useful
2460,Conferences,Somewhat useful
2462,Conferences,Very useful
2466,Conferences,Very useful
2477,Conferences,Very useful
2482,Conferences,Somewhat useful
2520,Conferences,Very useful
2592,Conferences,Somewhat useful
2750,Conferences,Somewhat useful
2785,Conferences,Somewhat useful
2824,Conferences,Very useful
2,Friends,Very useful
22,Friends,Very useful
26,Friends,Somewhat useful
27,Friends,Very useful
42,Friends,Very useful
44,Friends,Very useful
46,Friends,Somewhat useful
49,Friends,Very useful
89,Friends,Somewhat useful
124,Friends,Not Useful
132,Friends,Very useful
143,Friends,Very useful
147,Friends,Somewhat useful
152,Friends,Somewhat useful
172,Friends,Very useful
173,Friends,Very useful
179,Friends,Somewhat useful
183,Friends,Somewhat useful
188,Friends,Somewhat useful
189,Friends,Somewhat useful
191,Friends,Somewhat useful
192,Friends,Very useful
195,Friends,Somewhat useful
196,Friends,Somewhat useful
226,Friends,Somewhat useful
228,Friends,Somewhat useful
234,Friends,Very useful
237,Friends,Not Useful
254,Friends,Very useful
258,Friends,Somewhat useful
259,Friends,Somewhat useful
274,Friends,Somewhat useful
291,Friends,Very useful
305,Friends,Very useful
308,Friends,Somewhat useful
310,Friends,Somewhat useful
311,Friends,Very useful
313,Friends,Very useful
319,Friends,Somewhat useful
325,Friends,Very useful
334,Friends,Very useful
349,Friends,Somewhat useful
352,Friends,Somewhat useful
357,Friends,Very useful
382,Friends,Somewhat useful
385,Friends,Somewhat useful
386,Friends,Very useful
389,Friends,Somewhat useful
394,Friends,Somewhat useful
401,Friends,Somewhat useful
403,Friends,Somewhat useful
406,Friends,Somewhat useful
410,Friends,Somewhat useful
423,Friends,Very useful
427,Friends,Very useful
435,Friends,Somewhat useful
438,Friends,Very useful
439,Friends,Somewhat useful
441,Friends,Very useful
442,Friends,Very useful
447,Friends,Somewhat useful
464,Friends,Very useful
468,Friends,Somewhat useful
471,Friends,Very useful
472,Friends,Very useful
475,Friends,Very useful
477,Friends,Very useful
482,Friends,Very useful
484,Friends,Somewhat useful
487,Friends,Very useful
496,Friends,Somewhat useful
501,Friends,Very useful
503,Friends,Very useful
507,Friends,Not Useful
517,Friends,Somewhat useful
518,Friends,Not Useful
525,Friends,Somewhat useful
537,Friends,Somewhat useful
538,Friends,Somewhat useful
539,Friends,Very useful
550,Friends,Very useful
566,Friends,Very useful
567,Friends,Somewhat useful
587,Friends,Somewhat useful
592,Friends,Somewhat useful
596,Friends,Very useful
597,Friends,Very useful
606,Friends,Somewhat useful
608,Friends,Very useful
621,Friends,Very useful
627,Friends,Somewhat useful
629,Friends,Somewhat useful
630,Friends,Very useful
639,Friends,Very useful
640,Friends,Somewhat useful
644,Friends,Very useful
652,Friends,Somewhat useful
657,Friends,Very useful
678,Friends,Somewhat useful
687,Friends,Somewhat useful
692,Friends,Very useful
699,Friends,Very useful
700,Friends,Very useful
710,Friends,Somewhat useful
717,Friends,Somewhat useful
720,Friends,Somewhat useful
722,Friends,Somewhat useful
723,Friends,Somewhat useful
729,Friends,Very useful
735,Friends,Very useful
737,Friends,Somewhat useful
745,Friends,Somewhat useful
746,Friends,Somewhat useful
749,Friends,Very useful
770,Friends,Somewhat useful
773,Friends,Very useful
788,Friends,Very useful
789,Friends,Somewhat useful
790,Friends,Somewhat useful
794,Friends,Very useful
800,Friends,Very useful
802,Friends,Very useful
803,Friends,Very useful
818,Friends,Somewhat useful
820,Friends,Somewhat useful
821,Friends,Somewhat useful
827,Friends,Very useful
846,Friends,Somewhat useful
878,Friends,Very useful
881,Friends,Somewhat useful
890,Friends,Very useful
891,Friends,Somewhat useful
895,Friends,Somewhat useful
898,Friends,Not Useful
920,Friends,Very useful
928,Friends,Very useful
930,Friends,Very useful
936,Friends,Somewhat useful
940,Friends,Very useful
945,Friends,Somewhat useful
946,Friends,Very useful
956,Friends,Somewhat useful
965,Friends,Very useful
970,Friends,Somewhat useful
971,Friends,Very useful
974,Friends,Very useful
981,Friends,Very useful
982,Friends,Somewhat useful
986,Friends,Very useful
1006,Friends,Somewhat useful
1019,Friends,Very useful
1026,Friends,Very useful
1029,Friends,Somewhat useful
1030,Friends,Somewhat useful
1032,Friends,Very useful
1040,Friends,Very useful
1041,Friends,Very useful
1043,Friends,Very useful
1044,Friends,Very useful
1055,Friends,Somewhat useful
1064,Friends,Not Useful
1068,Friends,Somewhat useful
1072,Friends,Somewhat useful
1074,Friends,Very useful
1087,Friends,Somewhat useful
1095,Friends,Somewhat useful
1109,Friends,Very useful
1112,Friends,Very useful
1117,Friends,Very useful
1122,Friends,Somewhat useful
1136,Friends,Very useful
1141,Friends,Somewhat useful
1163,Friends,Somewhat useful
1179,Friends,Somewhat useful
1198,Friends,Very useful
1207,Friends,Very useful
1218,Friends,Somewhat useful
1231,Friends,Very useful
1236,Friends,Somewhat useful
1242,Friends,Very useful
1244,Friends,Not Useful
1259,Friends,Very useful
1276,Friends,Somewhat useful
1310,Friends,Very useful
1330,Friends,Very useful
1338,Friends,Not Useful
1351,Friends,Not Useful
1370,Friends,Very useful
1371,Friends,Very useful
1392,Friends,Very useful
1396,Friends,Very useful
1397,Friends,Very useful
1403,Friends,Very useful
1410,Friends,Somewhat useful
1412,Friends,Somewhat useful
1447,Friends,Very useful
1452,Friends,Somewhat useful
1453,Friends,Very useful
1465,Friends,Somewhat useful
1481,Friends,Somewhat useful
1482,Friends,Very useful
1491,Friends,Very useful
1506,Friends,Somewhat useful
1521,Friends,Somewhat useful
1522,Friends,Very useful
1534,Friends,Somewhat useful
1541,Friends,Very useful
1550,Friends,Somewhat useful
1564,Friends,Very useful
1568,Friends,Not Useful
1590,Friends,Not Useful
1595,Friends,Very useful
1600,Friends,Somewhat useful
1601,Friends,Very useful
1649,Friends,Somewhat useful
1650,Friends,Somewhat useful
1651,Friends,Very useful
1652,Friends,Somewhat useful
1656,Friends,Very useful
1659,Friends,Very useful
1661,Friends,Very useful
1666,Friends,Very useful
1690,Friends,Somewhat useful
1691,Friends,Very useful
1725,Friends,Somewhat useful
1727,Friends,Somewhat useful
1732,Friends,Somewhat useful
1775,Friends,Somewhat useful
1781,Friends,Very useful
1785,Friends,Somewhat useful
1786,Friends,Somewhat useful
1789,Friends,Very useful
1804,Friends,Somewhat useful
1814,Friends,Somewhat useful
1824,Friends,Somewhat useful
1829,Friends,Somewhat useful
1838,Friends,Somewhat useful
1854,Friends,Somewhat useful
